#   cell volume        energy of cell other than phonon
   136.2887534606468    -36.2109170200000
   137.6794550517852    -36.2231752100000
   139.0701567990248    -36.2285095200000
   140.4608583049919    -36.2266431800000
   141.8515600743801    -36.2183731600000
   143.2422617505806    -36.2041144600000
   144.6329627691636    -36.1837693000000
